id	text	tag
card_69.jpg	A	O
card_69.jpg	7th	O
card_69.jpg	Floor	O
card_69.jpg	A	O
card_69.jpg	Road	O
card_69.jpg	USA|	O
card_69.jpg	.	O
card_69.jpg	 	O
card_69.jpg	www.yourwebsite.com	B-WEB
card_69.jpg	.	O
card_69.jpg	 	O
card_65.jpg	NAME	B-NAME
card_65.jpg	SURNAME	I-NAME
card_65.jpg	123	B-PHONE
card_65.jpg	456	I-PHONE
card_65.jpg	7899	I-PHONE
card_65.jpg	COMPANY	B-ORG
card_65.jpg	NAME	I-ORG
card_65.jpg	lorem@ipsum.com	B-EMAIL
card_65.jpg	websitename.com	B-WEB
card_65.jpg	 	O
card_20.jpg	Public	O
card_20.jpg	Industry	O
card_20.jpg	 	O
card_20.jpg	John	B-NAME
card_20.jpg	Q.	I-NAME
card_20.jpg	Public	I-NAME
card_20.jpg	Manager	B-DES
card_20.jpg	3232	O
card_20.jpg	Hollywood	O
card_20.jpg	Blvd	O
card_20.jpg	Los	O
card_20.jpg	Angeles	O
card_20.jpg	CA	O
card_20.jpg	90100	O
card_20.jpg	(T)	O
card_20.jpg	213.323.3232	B-PHONE
card_20.jpg	(F)	O
card_20.jpg	213.323.3233	B-+HONE
card_20.jpg	mail@domain.com	B-EMAIL
card_20.jpg	www.domain.com	B-WEB
card_26.jpg	JANE	B-NAME
card_26.jpg	JOHNS	I-NAME
card_26.jpg	Solution	B-DES
card_26.jpg	Manager	I-DES
card_26.jpg	 	O
card_26.jpg	 	O
card_26.jpg	   	O
card_26.jpg	6	O
card_26.jpg	Street	O
card_26.jpg	Address	O
card_26.jpg	Here	O
card_26.jpg	Singapore	O
card_26.jpg	2222	O
card_26.jpg	 	O
card_26.jpg	v	O
card_26.jpg	COMPANY	B-ORG
card_26.jpg	LOGO	I-ORG
card_26.jpg	SLOGANGOESHERE	O
card_26.jpg	18	B-PHONE
card_26.jpg	2767	I-PHONE
card_26.jpg	9470	I-PHONE
card_26.jpg	1808	I-PHONE
card_26.jpg	18	B-PHONE
card_26.jpg	9153	I-PHONE
card_26.jpg	3990	I-PHONE
card_26.jpg	8	I-PHONE
card_26.jpg	@	O
card_26.jpg	www.websitename.com	B-WEB
card_26.jpg	 	O
card_26.jpg	 	O
card_63.jpg	MR.	B-NAME
card_63.jpg	JOHN	I-NAME
card_63.jpg	C	B-DES
card_63.jpg	DESI	I-DES
card_63.jpg	 	O
card_63.jpg	 	O
card_63.jpg	Email@email.com	B-EMAIL
card_63.jpg	  	O
card_06.jpg	Accountant	B-DES
card_06.jpg	Company	B-ORG
card_06.jpg	Name	I-ORG
card_06.jpg	Your	B-NAME
card_06.jpg	Name	I-NAME
card_06.jpg	Your	B-DES
card_06.jpg	Title	I-DES
card_06.jpg	Office	O
card_06.jpg	(123)	B-PHONE
card_06.jpg	456-7890	I-PHONE
card_06.jpg	Fax	O
card_06.jpg	(123)	B-PHONE
card_06.jpg	456-7890	I-PHONE
card_06.jpg	Your	O
card_06.jpg	Address	O
card_06.jpg	Here	O
card_06.jpg	 	O
card_28.jpg	   	O
card_28.jpg	MARCELLINUS	B-NAME
card_28.jpg	PIUS	I-NAME
card_28.jpg	-\.‘3:4	O
card_28.jpg	STAFF	B-DES
card_28.jpg	MANAGER	I-DES
card_28.jpg	COMPANY	B-ORG
card_28.jpg	NAME	I-ORG
card_28.jpg	ADD	O
card_28.jpg	TAGLINE	O
card_28.jpg	HERE	O
card_28.jpg	333444	B-PHONE
card_28.jpg	333444	I-PHONE
card_28.jpg	333444	B-PHONE
card_28.jpg	333444	I-PHONE
card_28.jpg	www.website.com	B-WEB
card_28.jpg	company.website@mail.com	B-EMAIL
card_28.jpg	123	O
card_28.jpg	Main	O
card_28.jpg	Street	O
card_28.jpg	City	O
card_28.jpg	State	O
card_28.jpg	  	O
card_71.jpg	YourrName	B-NAME
card_71.jpg	Your.Position	B-DES
card_71.jpg	.	O
card_71.jpg	7	O
card_71.jpg	Lorem	O
card_71.jpg	Road	O
card_71.jpg	Country	O
card_71.jpg	I-og	O
card_71.jpg	O	B-PHONE
card_71.jpg	0	I-PHONE
card_71.jpg	0	I-PHONE
card_71.jpg	0	I-PHONE
card_71.jpg	0	I-PHONE
card_71.jpg	Tagline	O
card_71.jpg	Goes	O
card_71.jpg	Here	O
card_71.jpg	your@email	B-EMAIL
card_71.jpg	space	I-EMAIL
card_71.jpg	)	O
card_71.jpg	www.websiteaddress	B-WEB
card_71.jpg	 	O
card_52.jpg	X	O
card_52.jpg	Claire	B-NAME
card_52.jpg	Royce	I-NAME
card_52.jpg	ILLUSTRATION	B-DES
card_52.jpg	+	I-DES
card_52.jpg	DESIGN	I-DES
card_52.jpg	info@clairedesign.com	B-EMAIL
card_52.jpg	|	O
card_52.jpg	www.clairedesign.com	B-WEB
card_52.jpg	 	O
card_59.jpg	DAVID	B-NAME
card_59.jpg	JONES	I-NAME
card_59.jpg	YOUR	O
card_59.jpg	TEXT	O
card_59.jpg	HERE	O
card_59.jpg	2	O
card_59.jpg	david@jones.com	B-EMAIL
card_59.jpg	9	O
card_59.jpg	Street	O
card_59.jpg	here	O
card_59.jpg	Your	O
card_59.jpg	text	O
card_59.jpg	2356	O
card_59.jpg	@	O
card_59.jpg	www.yourbewsite.com	B-WEB
card_59.jpg	 	O
card_59.jpg	 	O
card_59.jpg	IMAGE	O
card_59.jpg	HERE	O
card_59.jpg	 	O
card_43.jpg	 	O
card_43.jpg	Business	O
card_43.jpg	www.yourwebsite.com	B-WEB
card_43.jpg	Your	O
card_43.jpg	City	O
card_43.jpg	State	v
card_43.jpg	Zip	O
card_43.jpg	AL	O
card_43.jpg	Consultant	B-DES
card_43.jpg	P:123.456.7890	B-PHONE
card_43.jpg	C:	O
card_43.jpg	123.456.7891	B-PHONE
card_43.jpg	E:	O
card_43.jpg	name@email.com	B-EMAIL
card_57.jpg	.	O
card_57.jpg	Dr.	B-NAME
card_57.jpg	Adrian	I-NAME
card_57.jpg	Pimento	I-NAME
card_57.jpg	Medical	B-ORG
card_57.jpg	Clinic	I-ORG
card_57.jpg	Augusta	I-ORG
card_57.jpg	X	O
card_57.jpg	0	O
card_57.jpg	333	B-PHONE
card_57.jpg	222777	I-PHONE
card_57.jpg	¢	O
card_57.jpg	333000	B-PHONE
card_57.jpg	222555	I-PHONE
card_57.jpg	(4	O
card_57.jpg	adrian99@mail.com	B-EMAIL
card_57.jpg	@	O
card_57.jpg	www.websi	B-WEB
card_57.jpg	 	O
card_57.jpg	 	O
card_57.jpg	 	O
card_57.jpg	 	O
card_57.jpg	 	O
card_57.jpg	123	O
card_57.jpg	Main	O
card_57.jpg	Street	O
card_57.jpg	City	O
card_57.jpg	State	O
card_57.jpg	Website	O
card_57.jpg	 	O
card_60.jpg	DAVID	B-NAME
card_60.jpg	JONES	I-NAME
card_60.jpg	YOUR	O
card_60.jpg	TEXT	O
card_60.jpg	HERE	O
card_60.jpg	123	O
card_60.jpg	45678910	B-PHONE
card_60.jpg	david@jones.com	B-EMAIL
card_60.jpg	Street	O
card_60.jpg	here	O
card_60.jpg	Your	O
card_60.jpg	text	O
card_60.jpg	2356	O
card_60.jpg	T	O
card_60.jpg	www.yourbewsite.com	B-WEB
card_60.jpg	COMPANY	B-ORG
card_60.jpg	NAME	I-ORG
card_60.jpg	 	O
card_18.jpg	DAVID	B-NAME
card_18.jpg	JONES	I-NAME
card_18.jpg	YOUR	O
card_18.jpg	TEXT	O
card_18.jpg	HERE	O
card_18.jpg	david@jones.com	B-EMAIL
card_18.jpg	Q	O
card_18.jpg	Street	O
card_18.jpg	here	O
card_18.jpg	Your	O
card_18.jpg	text	O
card_18.jpg	2356	O
card_18.jpg	@	O
card_18.jpg	www.yourbewsite.com	B-WEB
card_18.jpg	 	O
card_18.jpg	S	O
card_18.jpg	 	O
card_09.jpg	 	O
card_09.jpg	   	O
card_09.jpg	  	O
card_09.jpg	   	O
card_09.jpg	 	O
card_09.jpg	123	O
card_09.jpg	Dummy	O
card_09.jpg	Lorem	O
card_09.jpg	Ipsum	O
card_09.jpg	0	B-PHONE
card_09.jpg	1234	I-PHONE
card_09.jpg	5XXX	I-PHONE
card_09.jpg	9012	I-PHONE
card_09.jpg	info@email	B-EMAIL
card_09.jpg	space	I-EMAIL
card_09.jpg	www	B-WEB
card_09.jpg	websiteaddress	I-WEB
card_50.jpg	 	O
card_50.jpg	TEL:12345678912	B-PHONE
card_50.jpg	E-mail
card_50.jpg	:sales@edrawsoft.com	B-EMAIL
card_50.jpg	ADD:123	O
card_50.jpg	M	O
card_50.jpg	ain	O
card_50.jpg	Street	O
card_50.jpg	Lorem	O
card_50.jpg	Ipsum	O
card_67.jpg	JOHN	B-NAME
card_67.jpg	SMITH	B-NAME
card_67.jpg	Graphic	B-DES
card_67.jpg	Designer	I-DES
card_67.jpg	Q	O
card_67.jpg	0	B-PHONE
card_67.jpg	12345678	I-PHONE
card_67.jpg	123	B-PHONE
card_67.jpg	45678	I-PHONE
card_67.jpg	www.yourwebsite.com	B-WEB
card_67.jpg	 	O
card_67.jpg	youremail@email.com	B-EMAIL
card_67.jpg	123	O
card_67.jpg	Street	O
card_67.jpg	New	O
card_67.jpg	York	O
card_67.jpg	12345	O
card_01.jpg	   	O
card_01.jpg	i	O
card_01.jpg	treasare	O
card_01.jpg	s	O
card_01.jpg	-	O
card_01.jpg	Lces(le	O
card_01.jpg	‘R'es(-ahe	O
card_01.jpg	Grade	B-DES
card_01.jpg	Teacher	I-DES
card_01.jpg	El	B-ORG
card_01.jpg	Rancho	I-ORG
card_01.jpg	Elementary	I-ORG
card_01.jpg	School	I-ORG
card_01.jpg	1234	O
card_01.jpg	Anyplace	O
card_01.jpg	Street	O
card_01.jpg	Any	O
card_01.jpg	Town	O
card_01.jpg	CA	O
card_01.jpg	95000	O
card_01.jpg	Phone	O
card_01.jpg	(408)	B-PHONE
card_01.jpg	555-1234	I-PHONE
card_01.jpg	Cell	O
card_01.jpg	(408)	B-PHONE
card_01.jpg	555-2143	I-PHONE
card_07.jpg	'YOUR	B-ORG
card_07.jpg	COMPANY	I-ORG
card_07.jpg	NAME	I-ORG
card_07.jpg	  	O
card_34.jpg	Company	B-ORG
card_34.jpg	name	I-ORG
card_34.jpg	Name	B-NAME
card_34.jpg	Title	B-DES
card_34.jpg	Address	O
card_34.jpg	Tel	O
card_34.jpg	LOREM	O
card_34.jpg	IPSUM	O
card_34.jpg	Fax	O
card_34.jpg	Mobile	O
card_34.jpg	Email	O
card_34.jpg	address	O
card_34.jpg	Website	O
card_34.jpg	   	O
card_31.jpg	COMPANY	O
card_31.jpg	LOGO	O
card_31.jpg	Your	O
card_31.jpg	slogan	O
card_31.jpg	here	O
card_31.jpg	 	O
card_31.jpg	JAMES	B-NAME
card_31.jpg	CLARKE	I-NAME
card_31.jpg	jamesclarke@gmail.com	B-EMAIL
card_31.jpg	)	O
card_31.jpg	123	O
card_31.jpg	Main	O
card_31.jpg	Street	O
card_31.jpg	Summenville	O
card_31.jpg	NY	O
card_31.jpg	29384	O
card_02.jpg	    	O
card_02.jpg	 	O
card_02.jpg	 	O
card_02.jpg	 	O
card_02.jpg	Andrew	B-NAME
card_02.jpg	Shim	I-NAME
card_02.jpg	‘Fre/elance	B-DES
card_02.jpg	Programmer	I-DES
card_02.jpg	012-384-5678	B-PHONE
card_02.jpg	andrewshim@ascoders.com	B-EMAIL
card_02.jpg	facebook.com/andrewshim	B-WEB
card_02.jpg	www.ascoders.com	B-WEB
card_04.jpg	Q	O
card_04.jpg	NY	O
card_04.jpg	1234	O
card_04.jpg	@	O
card_04.jpg	=	O
card_04.jpg	@	O
card_04.jpg	DESIGNER	O
card_44.jpg	  	O
card_44.jpg	Company	B-ORG
card_44.jpg	Name	I-ORG
card_44.jpg	Inc.	I-ORG
card_44.jpg	 	O
card_44.jpg	   	O
card_44.jpg	  	O
card_44.jpg	 	O
card_44.jpg	 	O
card_44.jpg	 	O
card_44.jpg	 	O
card_44.jpg	 	O
card_44.jpg	Your	B-NAME
card_44.jpg	Name	I-NAME
card_44.jpg	Here	I-NAME
card_44.jpg	Your	B-DES
card_44.jpg	Title	I-DES
card_44.jpg	Here	I-DES
card_44.jpg	1234	O
card_44.jpg	North	O
card_44.jpg	Main	O
card_44.jpg	Street	O
card_44.jpg	NewYork	O
card_44.jpg	NY	O
card_44.jpg	10001	O
card_44.jpg	USA	O
card_44.jpg	Tel:	O
card_44.jpg	1	B-PHONE
card_44.jpg	(212)	I-PHONE
card_44.jpg	555-1234	I-PHONE
card_44.jpg	|	O
card_44.jpg	Fax:	O
card_44.jpg	1	B-PHONE
card_44.jpg	(212)	I-PHONE
card_44.jpg	555-1235	I-PHONE
card_44.jpg	A	O
card_44.jpg	Email:	O
card_44.jpg	Web:	O
card_44.jpg	www.yoursite.com	B-WEB
card_44.jpg	 	O
card_44.jpg	 	O
card_44.jpg	 	O
card_32.jpg	 	O
card_32.jpg	 	O
card_32.jpg	MARK	B-NAME
card_32.jpg	SMITH	I-NAME
card_32.jpg	Co-Founder	B-DES
card_32.jpg	Brand	B-ORG
card_32.jpg	Name	I-ORG
card_32.jpg	0]	O
card_32.jpg	=	O
card_32.jpg	 	O
card_32.jpg	 	O
card_35.jpg	Company	B-ORG
card_35.jpg	Name	I-ORG
card_35.jpg	a	O
card_35.jpg	a	O
card_35.jpg	Company	O
card_35.jpg	Slogan	O
card_35.jpg	Your	B-NAME
card_35.jpg	Name	I-NAME
card_35.jpg	Your	O
card_35.jpg	Address	O
card_35.jpg	Title	O
card_35.jpg	City	O
card_35.jpg	State	O
card_35.jpg	Zip	O
card_35.jpg	Phone:	O
card_35.jpg	313-555-1234	B-PHONE
card_35.jpg	Fax:	O
card_35.jpg	313-5554321	B-PHONE
card_35.jpg	Email:	O
card_35.jpg	you@yourisp.com	B-EMAIL
card_35.jpg	 	O
card_79.jpg	 	O
card_79.jpg	   	O
card_79.jpg	  	O
card_79.jpg	/i	O
card_79.jpg	7776088885	B-PHONE
card_79.jpg	BARDE	O
card_79.jpg	RESIDENCY	O
card_79.jpg	PLOT	O
card_79.jpg	NO.	O
card_79.jpg	59	O
card_79.jpg	A	O
card_79.jpg	JAYWANT	O
card_79.jpg	NAGAR	O
card_79.jpg	CREDIT	O
card_79.jpg	INFOTECH	O
card_79.jpg	A	O
card_79.jpg	NAGPUR	O
card_79.jpg	-	O
card_79.jpg	440027	O
card_79.jpg	GAURAVBARDE1007@GMAIL.COM	B-EMAIL
card_17.jpg	   	O
card_17.jpg	DRI	O
card_17.jpg	9	O
card_17.jpg	here	O
card_17.jpg	Your	O
card_17.jpg	text	O
card_17.jpg	2356	O
card_17.jpg	@	O
card_17.jpg	www.yourbewsiteicom	B-WEB
card_17.jpg	DAVID	B-NAME
card_17.jpg	JONES	I-NAME
card_17.jpg	YOUR	O
card_17.jpg	TEXTHERE	O
card_17.jpg	 	O
card_33.jpg	 	O
card_33.jpg	    	O
card_33.jpg	   	O
card_33.jpg	  	O
card_33.jpg	YOUR	B-NAME
card_33.jpg	NAME	I-NAME
card_33.jpg	Job	B-DES
card_33.jpg	position	I-DES
card_33.jpg	Your	O
card_33.jpg	Address	O
card_33.jpg	City	O
card_33.jpg	State	O
card_33.jpg	Zip	O
card_33.jpg	97	B-PHONE
card_33.jpg	0	I-PHONE
card_33.jpg	0	I-PHONE
card_33.jpg	0	I-PHONE
card_33.jpg	yourcomapny@mail.com	B-EMAIL
card_27.jpg	CIVIL	B-ORG
card_27.jpg	AIR	I-ORG
card_27.jpg	PATROL	I-ORG
card_27.jpg	www.gocivilairpatrol.com	B-WEB
card_27.jpg	Lt	B-NAME
card_27.jpg	Col	I-NAME
card_27.jpg	John	I-NAME
card_27.jpg	Q.	I-NAME
card_27.jpg	Public	I-NAME
card_27.jpg	Squadron	B-DES
card_27.jpg	Commander	I-DES
card_27.jpg	Composite	O
card_27.jpg	Squadron	O
card_27.jpg	EMERGENCY	O
card_27.jpg	SERVICES	O
